RedFighter,BlueFighter,RedDecimalOdds,BlueDecimalOdds,RedImpliedProb,BlueImpliedProb,Date,Location,Country,Winner,TitleBout,WeightClass,Gender,NumberOfRounds,BlueCurrentLoseStreak,BlueCurrentWinStreak,BlueDraws,BlueAvgSigStrLanded,BlueAvgSigStrPct,BlueAvgSubAtt,BlueAvgTDLanded,BlueAvgTDPct,BlueLongestWinStreak,BlueLosses,BlueTotalRoundsFought,BlueTotalTitleBouts,BlueWins,BlueStance,BlueHeightCms,BlueReachCms,BlueWeightLbs,RedCurrentLoseStreak,RedCurrentWinStreak,RedDraws,RedAvgSigStrLanded,RedAvgSigStrPct,RedAvgSubAtt,RedAvgTDLanded,RedAvgTDPct,RedLongestWinStreak,RedLosses,RedTotalRoundsFought,RedTotalTitleBouts,RedWins,RedStance,RedHeightCms,RedReachCms,RedWeightLbs,RedAge,BlueAge,EmptyArena
Jon Jones,Chael Sonnen,1.1142857142857143,7.85,0.8756972111553785,0.1243027888446215,2013-04-27,"Newark, New Jersey, USA", USA,Red,True,Light Heavyweight,MALE,5,1,0,0,36.0,0.495,0.1818,3.1818,0.498,3,5,29,2,6,Southpaw,185.42,187.96,205,0,8,0,44.3333,0.555,0.6667,1.9167,0.674,8,1,31,5,11,Orthodox,193.04,213.36,205,25,36,0.0
Michael Bisping,Alan Belcher,1.5714285714285714,2.65,0.6277495769881557,0.37225042301184436,2013-04-27,"Newark, New Jersey, USA", USA,Red,False,Middleweight,MALE,3,1,0,0,24.5,0.411,0.5714,0.2857,0.189,4,5,28,0,9,Orthodox,187.96,185.42,185,1,0,0,47.4444,0.406,0.2778,1.4444,0.371,4,5,42,1,13,Orthodox,185.42,190.5,185,34,29,0.0
Roy Nelson,Cheick Kongo,1.425531914893617,3.15,0.6884445477795862,0.31155545222041386,2013-04-27,"Newark, New Jersey, USA", USA,Red,False,Heavyweight,MALE,3,0,1,0,33.5294,0.575,0.1765,1.4118,0.426,3,6,36,0,11,Orthodox,193.04,208.28,240,0,2,0,20.125,0.418,0.125,0.375,0.188,2,3,16,1,5,Orthodox,182.88,182.88,263,36,37,0.0
Phil Davis,Vinny Magalhaes,1.3571428571428572,3.55,0.7234352256186317,0.2765647743813683,2013-04-27,"Newark, New Jersey, USA", USA,Red,False,Light Heavyweight,MALE,3,0,1,0,17.6667,0.4,0.6667,1.0,0.33,1,2,6,1,1,Orthodox,190.5,200.66,205,0,1,0,35.0,0.486,0.75,2.5,0.514,5,2,20,0,6,Orthodox,187.96,200.66,205,28,28,0.0
Rustam Khabilov,Yancy Medeiros,1.5405405405405406,2.7,0.6367112810707456,0.36328871892925424,2013-04-27,"Newark, New Jersey, USA", USA,Red,False,Lightweight,MALE,3,0,0,0,,,,,,0,0,0,0,0,Orthodox,177.8,190.5,155,0,1,0,13.0,0.68,0.0,5.0,0.83,1,0,1,0,1,Orthodox,172.72,185.42,155,26,25,0.0
Gian Villante,Ovince Saint Preux,2.35,1.6896551724137931,0.41826717883055914,0.5817328211694409,2013-04-27,"Newark, New Jersey, USA", USA,Blue,False,Light Heavyweight,MALE,3,0,0,0,,,,,,0,0,0,0,0,Southpaw,190.5,203.2,205,0,0,0,,,,,,0,0,0,0,0,Orthodox,190.5,193.04,205,27,30,0.0
Sara McMann,Sheila Gaff,1.1754385964912282,5.8,0.8314889336016096,0.16851106639839034,2013-04-27,"Newark, New Jersey, USA", USA,Red,False,Women's Bantamweight,FEMALE,3,0,0,0,,,,,,0,0,0,0,0,Orthodox,165.1,157.48,135,0,0,0,,,,,,0,0,0,0,0,Orthodox,167.64,167.64,135,32,23,0.0
Bryan Caraway,Johnny Bedford,2.0,1.9090909090909092,0.48837209302325585,0.5116279069767442,2013-04-27,"Newark, New Jersey, USA", USA,Red,False,Bantamweight,MALE,3,0,2,0,58.0,0.57,0.0,2.5,0.83,2,0,5,0,2,Orthodox,177.8,180.34,135,1,0,0,23.6667,0.36,1.0,2.6667,0.497,2,1,8,0,2,Orthodox,172.72,172.72,135,28,30,0.0
Leonard Garcia,Cody McKenzie,1.4878048780487805,2.88,0.6593701139155684,0.34062988608443157,2013-04-27,"Newark, New Jersey, USA", USA,Blue,False,Featherweight,MALE,3,1,0,0,6.6,0.172,1.0,0.6,0.244,1,3,7,0,2,Switch,182.88,182.88,155,4,0,0,39.875,0.299,0.375,0.5,0.145,1,6,21,0,2,Orthodox,177.8,175.26,145,33,25,0.0
Steven Siler,Kurt Holobaugh,1.8695652173913042,2.05,0.5230171935662784,0.47698280643372154,2013-04-27,"Newark, New Jersey, USA", USA,Red,False,Featherweight,MALE,3,0,0,0,,,,,,0,0,0,0,0,Orthodox,180.34,177.8,155,1,0,0,45.0,0.49,1.25,0.5,0.123,3,1,10,0,3,Orthodox,180.34,177.8,145,26,26,0.0
Benson Henderson,Gilbert Melendez,1.3225806451612903,3.8,0.7418136020151134,0.25818639798488663,2013-04-20,"San Jose, California, USA", USA,Red,True,Lightweight,MALE,5,0,0,0,,,,,,0,0,0,0,0,Orthodox,175.26,185.42,145,0,6,0,72.6667,0.448,1.0,3.5,0.615,6,0,24,3,6,Southpaw,175.26,177.8,170,29,31,0.0
Frank Mir,Daniel Cormier,4.35,1.2666666666666666,0.2255192878338279,0.7744807121661722,2013-04-20,"San Jose, California, USA", USA,Blue,False,Heavyweight,MALE,3,0,0,0,,,,,,0,0,0,0,0,Orthodox,180.34,182.88,235,1,0,0,12.6,0.516,1.0,0.95,0.326,4,6,30,5,14,Southpaw,190.5,200.66,264,33,34,0.0
Nate Diaz,Josh Thomson,1.6896551724137931,2.35,0.5817328211694409,0.41826717883055914,2013-04-20,"San Jose, California, USA", USA,Blue,False,Lightweight,MALE,3,1,0,0,21.3333,0.593,0.0,1.6667,0.773,2,1,5,0,2,Orthodox,177.8,180.34,155,1,0,0,43.9412,0.43,1.2941,0.8235,0.322,5,6,41,2,11,Southpaw,182.88,193.04,170,28,34,0.0
Matt Brown,Jordan Mein,3.9,1.3125,0.2517985611510791,0.7482014388489209,2013-04-20,"San Jose, California, USA", USA,Red,False,Welterweight,MALE,3,0,1,0,29.0,0.54,0.0,0.0,0.0,1,0,1,0,1,Orthodox,182.88,185.42,170,0,4,0,30.4286,0.591,1.2143,1.0714,0.461,4,5,31,0,9,Orthodox,182.88,190.5,170,32,23,0.0
Chad Mendes,Darren Elkins,1.1626016260162602,6.1,0.839919399977611,0.16008060002238889,2013-04-20,"San Jose, California, USA", USA,Red,False,Featherweight,MALE,3,0,5,0,28.4286,0.279,1.4286,1.5714,0.417,5,1,15,0,6,Orthodox,177.8,180.34,145,0,2,0,24.4,0.65,0.0,1.8,0.28,2,1,9,1,4,Orthodox,167.64,167.64,145,27,28,0.0
Francis Carmont,Lorenz Larkin,1.9090909090909092,2.0,0.5116279069767442,0.48837209302325585,2013-04-20,"San Jose, California, USA", USA,Red,False,Middleweight,MALE,3,0,0,0,,,,,,0,0,0,0,0,Orthodox,180.34,182.88,170,0,4,0,29.25,0.628,1.0,1.25,0.375,4,0,10,0,4,Orthodox,190.5,198.12,205,31,26,0.0
Ramsey Nijem,Myles Jury,2.9,1.4761904761904763,0.3373231773667029,0.662676822633297,2013-04-20,"San Jose, California, USA", USA,Blue,False,Lightweight,MALE,3,0,2,0,34.0,0.35,1.0,1.5,0.25,2,0,4,0,2,Orthodox,177.8,185.42,145,0,3,0,31.25,0.428,1.0,3.5,0.35,3,1,8,1,3,Orthodox,180.34,190.5,155,25,24,0.0
Joseph Benavidez,Darren Uyenoyama,1.1754385964912282,5.8,0.8314889336016096,0.16851106639839034,2013-04-20,"San Jose, California, USA", USA,Red,False,Flyweight,MALE,3,0,2,0,11.0,0.495,1.5,1.0,0.33,2,0,5,0,2,Orthodox,167.64,162.56,125,0,1,0,46.6,0.336,0.6,1.2,0.098,3,1,16,1,4,Southpaw,162.56,165.1,125,28,33,0.0
Tim Means,Jorge Masvidal,2.0,1.8333333333333335,0.4782608695652174,0.5217391304347826,2013-04-20,"San Jose, California, USA", USA,Blue,False,Lightweight,MALE,3,0,0,0,,,,,,0,0,0,0,0,Orthodox,180.34,187.96,170,0,2,0,54.5,0.545,0.0,0.0,0.0,2,0,4,0,2,Orthodox,187.96,190.5,170,29,28,0.0
TJ Dillashaw,Hugo Viana,1.3125,3.9,0.7482014388489209,0.2517985611510791,2013-04-20,"San Jose, California, USA", USA,Red,False,Bantamweight,MALE,3,0,2,0,43.5,0.51,0.0,0.0,0.0,2,0,4,0,2,Orthodox,167.64,170.18,135,0,3,0,30.0,0.383,1.5,1.75,0.435,3,1,7,1,3,Orthodox,167.64,170.18,125,27,30,0.0
Anthony Njokuani,Roger Bowling,1.5714285714285714,2.65,0.6277495769881557,0.37225042301184436,2013-04-20,"San Jose, California, USA", USA,Red,False,Lightweight,MALE,3,0,0,0,,,,,,0,0,0,0,0,Orthodox,175.26,172.72,155,1,0,0,67.4,0.44,0.2,0.6,0.332,1,3,15,0,2,Orthodox,185.42,190.5,155,33,30,0.0
Clifford Starks,Yoel Romero,2.65,1.5714285714285714,0.37225042301184436,0.6277495769881557,2013-04-20,"San Jose, California, USA", USA,Blue,False,Middleweight,MALE,3,0,0,0,,,,,,0,0,0,0,0,Southpaw,182.88,185.42,185,1,0,0,21.0,0.375,0.0,1.5,0.5,1,1,5,0,1,Orthodox,182.88,195.58,185,31,35,0.0
Urijah Faber,Scott Jorgensen,1.2272727272727273,4.9,0.7997032640949555,0.20029673590504454,2013-04-13,"Las Vegas, Nevada, USA", USA,Red,False,Bantamweight,MALE,5,0,1,0,38.0,0.454,0.2,1.2,0.4,2,2,10,0,3,Orthodox,165.1,167.64,135,0,1,0,42.4,0.47,0.4,0.8,0.276,1,2,16,2,3,Orthodox,167.64,170.18,135,33,30,0.0
Uriah Hall,Kelvin Gastelum,1.3508771929824561,3.58,0.7260371450935744,0.2739628549064257,2013-04-13,"Las Vegas, Nevada, USA", USA,Blue,True,Middleweight,MALE,3,0,0,0,,,,,,0,0,0,0,0,Southpaw,175.26,180.34,185,0,0,0,,,,,,0,0,0,0,0,Orthodox,182.88,200.66,185,28,21,0.0
Miesha Tate,Cat Zingano,2.05,1.8695652173913042,0.47698280643372154,0.5230171935662784,2013-04-13,"Las Vegas, Nevada, USA", USA,Blue,False,Women's Bantamweight,FEMALE,3,0,0,0,,,,,,0,0,0,0,0,Southpaw,167.64,172.72,145,0,0,0,,,,,,0,0,0,0,0,Orthodox,167.64,165.1,135,26,30,0.0
Travis Browne,Gabriel Gonzaga,1.4081632653061225,3.25,0.6976998904709748,0.3023001095290252,2013-04-13,"Las Vegas, Nevada, USA", USA,Red,False,Heavyweight,MALE,3,0,2,0,14.4286,0.511,0.7143,1.2857,0.578,4,5,23,1,9,Orthodox,187.96,193.04,242,1,0,0,19.1667,0.432,0.3333,1.1667,0.527,3,2,10,0,4,Orthodox,198.12,200.66,255,30,33,0.0
Bubba McDaniel,Gilbert Smith,1.4761904761904763,2.9,0.662676822633297,0.3373231773667029,2013-04-13,"Las Vegas, Nevada, USA", USA,Red,False,Middleweight,MALE,3,0,0,0,,,,,,0,0,0,0,0,Southpaw,175.26,190.5,185,0,0,0,,,,,,0,0,0,0,0,Southpaw,190.5,190.5,185,29,31,0.0
Josh Samman,Kevin Casey,1.2197802197802199,5.05,0.805450880729121,0.19454911927087898,2013-04-13,"Las Vegas, Nevada, USA", USA,Red,False,Middleweight,MALE,3,0,0,0,,,,,,0,0,0,0,0,Southpaw,180.34,195.58,185,0,0,0,,,,,,0,0,0,0,0,Orthodox,190.5,200.66,185,25,31,0.0
Luke Barnatt,Collin Hart,1.8695652173913042,2.05,0.5230171935662784,0.47698280643372154,2013-04-13,"Las Vegas, Nevada, USA", USA,Red,False,Middleweight,MALE,3,0,0,0,,,,,,0,0,0,0,0,Orthodox,185.42,193.04,185,0,0,0,,,,,,0,0,0,0,0,Orthodox,198.12,195.58,185,24,23,0.0
Dylan Andrews,Jimmy Quinlan,1.7692307692307692,2.2,0.5542635658914729,0.44573643410852715,2013-04-13,"Las Vegas, Nevada, USA", USA,Red,False,Middleweight,MALE,3,0,0,0,,,,,,0,0,0,0,0,Orthodox,182.88,182.88,185,0,0,0,,,,,,0,0,0,0,0,Switch,185.42,185.42,185,33,26,0.0
Bristol Marunde,Clint Hester,2.3,1.7142857142857144,0.4270462633451957,0.5729537366548043,2013-04-13,"Las Vegas, Nevada, USA", USA,Blue,False,Middleweight,MALE,3,0,0,0,,,,,,0,0,0,0,0,Orthodox,187.96,195.58,205,0,0,0,,,,,,0,0,0,0,0,Orthodox,185.42,180.34,170,30,26,0.0
Cole Miller,Bart Palaszewski,2.4,1.6666666666666665,0.40983606557377056,0.5901639344262295,2013-04-13,"Las Vegas, Nevada, USA", USA,Red,False,Featherweight,MALE,3,2,0,0,26.6667,0.297,1.0,0.0,0.0,1,2,7,0,1,Orthodox,175.26,177.8,145,2,0,0,33.0,0.327,1.6667,0.3333,0.121,2,5,25,0,7,Orthodox,185.42,187.96,145,28,29,0.0
Sam Sicilia,Maximo Blanco,2.8,1.5128205128205128,0.3507728894173603,0.6492271105826397,2013-04-13,"Las Vegas, Nevada, USA", USA,Blue,False,Featherweight,MALE,3,1,0,0,18.0,0.23,0.0,0.0,0.0,0,1,3,0,0,Orthodox,172.72,180.34,145,1,0,0,36.0,0.375,0.0,0.5,0.5,1,1,4,0,1,Orthodox,172.72,170.18,145,27,29,0.0
Justin Lawrence,Daniel Pineda,2.0,1.9090909090909092,0.48837209302325585,0.5116279069767442,2013-04-13,"Las Vegas, Nevada, USA", USA,Blue,False,Featherweight,MALE,3,2,0,0,17.0,0.538,0.75,0.5,0.333,2,2,6,0,2,Orthodox,170.18,175.26,145,1,0,0,43.0,0.345,0.0,1.0,0.29,1,1,5,0,1,Orthodox,172.72,170.18,145,22,27,0.0
Gegard Mousasi,Ilir Latifi,1.1408450704225352,6.75,0.8554216867469878,0.14457831325301201,2013-04-06,"Stockholm, Sweden", Sweden,Red,False,Light Heavyweight,MALE,3,0,0,0,,,,,,0,0,0,0,0,Orthodox,177.8,185.42,205,0,0,0,,,,,,0,0,0,0,0,Orthodox,187.96,193.04,185,27,29,0.0
Ryan Couture,Ross Pearson,4.1,1.2941176470588236,0.23991275899672845,0.7600872410032715,2013-04-06,"Stockholm, Sweden", Sweden,Blue,False,Lightweight,MALE,3,0,1,0,52.4444,0.42,0.0,0.8889,0.333,3,3,24,1,6,Orthodox,172.72,175.26,155,0,0,0,,,,,,0,0,0,0,0,Orthodox,177.8,190.5,155,30,28,0.0
Matt Mitrione,Philip De Fries,1.4,3.3,0.7021276595744681,0.2978723404255319,2013-04-06,"Stockholm, Sweden", Sweden,Red,False,Heavyweight,MALE,3,1,0,0,15.75,0.49,0.25,1.5,0.483,1,2,7,0,2,Orthodox,195.58,208.28,250,2,0,0,31.5714,0.511,0.5714,0.0,0.0,5,2,14,0,5,Switch,190.5,200.66,265,34,26,0.0
Brad Pickett,Mike Easton,1.6896551724137931,2.35,0.5817328211694409,0.41826717883055914,2013-04-06,"Stockholm, Sweden", Sweden,Red,False,Bantamweight,MALE,3,1,0,0,48.0,0.343,0.0,0.5,0.208,3,1,11,0,3,Southpaw,167.64,177.8,135,1,0,0,31.75,0.325,0.25,1.0,0.2,2,2,7,0,2,Orthodox,167.64,172.72,135,34,29,0.0
Diego Brandao,Pablo Garza,1.4545454545454546,3.0,0.6734693877551021,0.326530612244898,2013-04-06,"Stockholm, Sweden", Sweden,Red,False,Featherweight,MALE,3,0,1,0,30.6,0.448,0.6,0.4,0.08,2,2,10,0,3,Orthodox,185.42,185.42,145,0,1,0,25.0,0.46,0.3333,1.3333,0.583,1,1,7,1,2,Orthodox,170.18,172.72,145,25,29,0.0
Akira Corassani,Robert Peralta,5.2,1.2105263157894737,0.18883415435139572,0.8111658456486042,2013-04-06,"Stockholm, Sweden", Sweden,Red,False,Featherweight,MALE,3,0,1,0,42.0,0.46,0.0,0.3333,0.333,1,1,7,0,2,Orthodox,172.72,180.34,145,0,1,0,45.0,0.48,0.0,0.0,0.0,1,0,3,0,1,Orthodox,172.72,172.72,145,30,27,0.0
Reza Madadi,Michael Johnson,3.6,1.3448275862068966,0.27196652719665276,0.7280334728033474,2013-04-06,"Stockholm, Sweden", Sweden,Red,False,Lightweight,MALE,3,1,0,0,31.2857,0.369,0.0,0.2857,0.286,3,3,16,1,4,Southpaw,177.8,185.42,145,1,0,0,39.0,0.75,0.5,3.0,0.585,1,1,5,0,1,Orthodox,180.34,182.88,155,34,26,0.0
Tor Troeng,Adam Cella,1.4166666666666667,3.2,0.6931407942238267,0.30685920577617326,2013-04-06,"Stockholm, Sweden", Sweden,Red,False,Middleweight,MALE,3,0,0,0,,,,,,0,0,0,0,0,Orthodox,187.96,198.12,170,0,0,0,,,,,,0,0,0,0,0,Orthodox,187.96,195.58,185,30,27,0.0
Chris Spang,Adlan Amagov,2.75,1.526315789473684,0.35692307692307695,0.6430769230769231,2013-04-06,"Stockholm, Sweden", Sweden,Blue,False,Welterweight,MALE,3,0,0,0,,,,,,0,0,0,0,0,Orthodox,187.96,193.04,170,0,0,0,,,,,,0,0,0,0,0,Orthodox,187.96,194.0,170,25,26,0.0
Marcus Brimage,Conor McGregor,2.4,1.6666666666666665,0.40983606557377056,0.5901639344262295,2013-04-06,"Stockholm, Sweden", Sweden,Blue,False,Featherweight,MALE,3,0,0,0,,,,,,0,0,0,0,0,Southpaw,175.26,187.96,155,0,3,0,74.3333,0.333,0.0,0.3333,0.333,3,0,9,0,3,Southpaw,162.56,180.34,135,28,24,0.0
Benny Alloway,Ryan LaFlare,3.4,1.3846153846153846,0.2893890675241158,0.7106109324758842,2013-04-06,"Stockholm, Sweden", Sweden,Blue,False,Welterweight,MALE,3,0,0,0,,,,,,0,0,0,0,0,Southpaw,185.42,187.96,170,0,1,0,16.0,0.61,0.0,0.0,0.0,1,0,1,0,1,Orthodox,180.34,190.5,170,32,29,0.0
Michael Kuiper,Tom Lawlor,2.25,1.7407407407407407,0.4361948955916473,0.5638051044083527,2013-04-06,"Stockholm, Sweden", Sweden,Blue,False,Middleweight,MALE,3,1,0,0,23.0,0.39,1.0,1.875,0.2,2,4,17,0,4,Southpaw,182.88,187.96,205,0,1,0,43.0,0.53,0.0,0.5,0.25,1,1,5,0,1,Orthodox,182.88,185.42,185,23,29,0.0
Papy Abedi,Besam Yousef,1.8333333333333335,2.1,0.5338983050847457,0.4661016949152542,2013-04-06,"Stockholm, Sweden", Sweden,Red,False,Welterweight,MALE,3,1,0,0,28.0,0.51,0.0,0.0,0.0,0,1,2,0,0,Orthodox,180.34,180.34,170,2,0,0,12.5,0.485,0.0,0.5,0.165,0,2,2,0,0,Southpaw,180.34,187.96,185,34,28,0.0
Georges St-Pierre,Nick Diaz,1.18348623853211,5.65,0.8268107672685775,0.17318923273142242,2013-03-16,"Montreal, Quebec, Canada", Canada,Red,True,Welterweight,MALE,5,1,0,0,50.3333,0.439,1.0,1.1667,0.274,3,5,32,1,7,Southpaw,185.42,193.04,185,0,10,0,55.1579,0.563,1.1579,3.9474,0.749,10,2,58,12,17,Orthodox,180.34,193.04,185,31,29,0.0
Carlos Condit,Johny Hendricks,1.8695652173913042,2.05,0.5230171935662784,0.47698280643372154,2013-03-16,"Montreal, Quebec, Canada", Canada,Blue,False,Welterweight,MALE,3,0,5,0,28.2,0.595,0.5,2.4,0.245,5,1,21,0,9,Southpaw,175.26,175.26,185,1,0,0,50.7143,0.39,0.8571,0.5714,0.179,5,2,21,2,5,Orthodox,187.96,190.5,170,28,29,0.0
Jake Ellenberger,Nate Marquardt,1.7407407407407407,2.25,0.5638051044083527,0.4361948955916473,2013-03-16,"Montreal, Quebec, Canada", Canada,Red,False,Welterweight,MALE,3,0,1,0,27.5,0.528,0.9286,1.9286,0.568,4,4,32,1,10,Orthodox,182.88,187.96,185,0,1,0,25.5556,0.438,0.3333,2.0,0.534,6,2,21,0,7,Orthodox,175.26,180.34,170,27,33,0.0
Nick Ring,Chris Camozzi,1.6896551724137931,2.35,0.5817328211694409,0.41826717883055914,2013-03-16,"Montreal, Quebec, Canada", Canada,Blue,False,Middleweight,MALE,3,0,3,0,48.1429,0.476,0.4286,0.0,0.0,3,2,19,0,5,Orthodox,187.96,193.04,185,0,1,0,49.0,0.438,0.25,1.25,0.25,2,1,12,0,3,Southpaw,182.88,187.96,185,34,26,0.0
Mike Ricci,Colin Fletcher,1.2222222222222223,5.0,0.8035714285714285,0.19642857142857142,2013-03-16,"Montreal, Quebec, Canada", Canada,Red,False,Lightweight,MALE,3,1,0,0,56.0,0.39,0.0,0.0,0.0,0,1,3,1,0,Orthodox,187.96,198.12,155,1,0,0,9.0,0.6,0.0,0.0,0.0,0,1,3,1,0,Southpaw,182.88,195.58,155,26,30,0.0
Patrick Cote,Bobby Voelker,1.526315789473684,2.75,0.6430769230769231,0.35692307692307695,2013-03-16,"Montreal, Quebec, Canada", Canada,Red,False,Welterweight,MALE,3,0,0,0,,,,,,0,0,0,0,0,Orthodox,182.88,190.5,170,0,1,0,22.3846,0.424,0.1538,0.3077,0.141,4,8,30,2,5,Orthodox,180.34,180.34,170,33,33,0.0
Antonio Carvalho,Darren Elkins,3.1,1.434782608695652,0.31639501438159157,0.6836049856184085,2013-03-16,"Montreal, Quebec, Canada", Canada,Blue,False,Featherweight,MALE,3,0,4,0,30.8333,0.283,1.6667,1.8333,0.487,4,1,14,0,5,Orthodox,177.8,180.34,145,0,2,0,31.6667,0.33,0.0,0.0,0.0,2,1,7,0,2,Orthodox,175.26,172.72,145,33,28,0.0
Dan Miller,Jordan Mein,3.5,1.3333333333333333,0.27586206896551724,0.7241379310344829,2013-03-16,"Montreal, Quebec, Canada", Canada,Blue,False,Welterweight,MALE,3,0,0,0,,,,,,0,0,0,0,0,Orthodox,182.88,185.42,170,0,1,0,23.8182,0.346,1.2727,1.2727,0.221,3,5,28,0,6,Orthodox,185.42,187.96,185,31,23,0.0
