RedFighter,BlueFighter,RedDecimalOdds,BlueDecimalOdds,RedImpliedProb,BlueImpliedProb,Date,Location,Country,Winner,TitleBout,WeightClass,Gender,NumberOfRounds,BlueCurrentLoseStreak,BlueCurrentWinStreak,BlueDraws,BlueAvgSigStrLanded,BlueAvgSigStrPct,BlueAvgSubAtt,BlueAvgTDLanded,BlueAvgTDPct,BlueLongestWinStreak,BlueLosses,BlueTotalRoundsFought,BlueTotalTitleBouts,BlueWins,BlueStance,BlueHeightCms,BlueReachCms,BlueWeightLbs,RedCurrentLoseStreak,RedCurrentWinStreak,RedDraws,RedAvgSigStrLanded,RedAvgSigStrPct,RedAvgSubAtt,RedAvgTDLanded,RedAvgTDPct,RedLongestWinStreak,RedLosses,RedTotalRoundsFought,RedTotalTitleBouts,RedWins,RedStance,RedHeightCms,RedReachCms,RedWeightLbs,RedAge,BlueAge,EmptyArena
Krzysztof Jotko,Brad Tavares,1.7692307692307692,2.1,0.5427435387673957,0.4572564612326044,2018-04-14,"Glendale, Arizona, USA", USA,Blue,False,Middleweight,MALE,3,0,3,0,40.6667,0.424,0.0,1.0,0.225,5,4,40,0,11,Orthodox,185.42,187.96,185,2,0,0,35.6667,0.458,0.1111,1.0,0.379,5,3,23,0,6,Southpaw,185.42,195.58,185,28,30,0.0
Gilbert Burns,Dan Moret,1.15625,5.7,0.8313582497721057,0.1686417502278942,2018-04-14,"Glendale, Arizona, USA", USA,Red,False,Lightweight,MALE,3,0,0,0,,,,,,0,0,0,0,0,Southpaw,182.88,185.42,155,0,1,0,28.1429,0.403,0.7143,1.5714,0.444,3,2,16,0,5,Orthodox,177.8,180.34,155,31,31,0.0
Shana Dobson,Lauren Mueller,2.4,1.625,0.40372670807453415,0.5962732919254659,2018-04-14,"Glendale, Arizona, USA", USA,Blue,False,Women's Flyweight,FEMALE,3,0,0,0,,,,,,0,0,0,0,0,Orthodox,165.1,170.18,125,0,1,0,34.0,0.35,0.0,0.0,0.0,1,0,2,0,1,Orthodox,167.64,175.26,125,29,26,0.0
Dhiego Lima,Yushin Okami,2.05,1.8,0.4675324675324675,0.5324675324675325,2018-04-14,"Glendale, Arizona, USA", USA,Blue,False,Welterweight,MALE,3,2,0,0,25.6842,0.363,0.4737,1.4211,0.363,4,6,49,1,13,Southpaw,187.96,190.5,170,3,0,0,18.4,0.534,0.8,1.2,0.15,1,4,8,2,1,Orthodox,187.96,187.96,170,29,36,0.0
Arjan Bhullar,Adam Wieczorek,1.3076923076923077,3.65,0.7362296353762606,0.2637703646237393,2018-04-14,"Glendale, Arizona, USA", USA,Blue,False,Heavyweight,MALE,3,0,1,0,42.0,0.44,0.0,0.0,0.0,1,0,3,0,1,Orthodox,195.58,205.74,250,0,1,0,24.0,0.48,0.0,1.0,1.0,1,0,3,0,1,Orthodox,185.42,190.5,245,31,26,0.0
Matthew Lopez,Alejandro Perez,1.9090909090909092,1.9090909090909092,0.5,0.5,2018-04-14,"Glendale, Arizona, USA", USA,Blue,False,Bantamweight,MALE,3,0,2,0,37.8571,0.35,0.1429,0.4286,0.141,2,2,16,1,5,Orthodox,167.64,170.18,135,1,0,0,30.25,0.518,0.75,2.0,0.77,2,2,10,0,2,Southpaw,170.18,175.26,135,31,28,0.0
Luke Sanders,Patrick Williams,1.2325581395348837,4.45,0.783098015142214,0.21690198485778592,2018-04-14,"Glendale, Arizona, USA", USA,Red,False,Bantamweight,MALE,3,1,0,0,17.6667,0.467,0.3333,1.3333,0.387,1,2,5,0,1,Orthodox,172.72,185.42,135,2,0,0,47.6667,0.527,0.3333,0.3333,0.167,1,2,5,0,1,Southpaw,167.64,170.18,135,32,36,0.0
Khabib Nurmagomedov,Al Iaquinta,1.15625,5.7,0.8313582497721057,0.1686417502278942,2018-04-07,"Brooklyn, New York, USA", USA,Red,True,Lightweight,MALE,5,0,5,0,48.5,0.457,0.3,0.8,0.258,5,2,23,1,8,Orthodox,177.8,177.8,155,0,9,0,50.3333,0.512,0.4444,4.7778,0.371,9,0,24,0,9,Orthodox,177.8,177.8,155,29,30,0.0
Rose Namajunas,Joanna Jedrzejczyk,1.9090909090909092,1.9090909090909092,0.5,0.5,2018-04-07,"Brooklyn, New York, USA", USA,Red,True,Women's Strawweight,FEMALE,5,1,0,0,117.7778,0.434,0.0,0.2222,0.167,8,1,32,7,8,Orthodox,167.64,165.1,125,0,2,0,39.4286,0.457,0.8571,2.1429,0.566,3,2,18,2,5,Orthodox,165.1,165.1,115,25,30,0.0
Renato Moicano,Calvin Kattar,1.8695652173913042,1.9523809523809523,0.5108342361863488,0.4891657638136511,2018-04-07,"Brooklyn, New York, USA", USA,Red,False,Featherweight,MALE,3,0,2,0,80.0,0.445,0.0,1.0,0.33,2,0,6,0,2,Orthodox,180.34,182.88,145,1,0,0,67.75,0.45,0.25,1.25,0.475,3,1,11,0,3,Orthodox,180.34,182.88,145,28,30,0.0
Zabit Magomedsharipov,Kyle Bochniak,1.1428571428571428,6.0,0.84,0.15999999999999998,2018-04-07,"Brooklyn, New York, USA", USA,Red,False,Featherweight,MALE,3,0,1,0,37.25,0.34,0.0,1.25,0.183,1,2,12,0,2,Orthodox,170.18,177.8,145,0,2,0,39.5,0.585,1.5,6.0,0.53,2,0,5,0,2,Orthodox,185.42,185.42,145,27,31,0.0
Joe Lauzon,Chris Gruetzemacher,1.6896551724137931,2.25,0.5711159737417943,0.42888402625820565,2018-04-07,"Brooklyn, New York, USA", USA,Blue,False,Lightweight,MALE,3,2,0,0,59.0,0.56,0.0,0.0,0.0,1,2,8,0,1,Orthodox,172.72,172.72,155,2,0,0,21.28,0.424,1.16,1.32,0.398,3,11,50,0,14,Orthodox,177.8,180.34,155,33,31,0.0
Karolina Kowalkiewicz,Felice Herrig,1.526315789473684,2.65,0.6345305608065531,0.36546943919344677,2018-04-07,"Brooklyn, New York, USA", USA,Red,False,Women's Strawweight,FEMALE,3,0,4,0,38.6667,0.437,1.0,1.1667,0.567,4,1,15,0,5,Orthodox,162.56,165.1,115,0,1,0,75.8333,0.337,0.0,0.1667,0.083,3,2,18,1,4,Orthodox,160.02,162.56,115,32,33,0.0
Evan Dunham,Olivier Aubin-Mercier,1.7142857142857144,2.2,0.562043795620438,0.43795620437956206,2018-04-07,"Brooklyn, New York, USA", USA,Blue,False,Lightweight,MALE,3,0,3,0,33.5,0.515,0.5,2.625,0.32,3,2,22,1,6,Southpaw,175.26,177.8,155,1,0,0,66.4444,0.393,0.8333,1.5,0.327,4,7,46,0,11,Southpaw,177.8,177.8,155,36,29,0.0
Bec Rawlings,Ashlee Evans-Smith,2.7,1.5,0.35714285714285715,0.6428571428571429,2018-04-07,"Brooklyn, New York, USA", USA,Blue,False,Women's Flyweight,FEMALE,3,2,0,0,42.0,0.448,0.0,0.8,0.28,2,3,11,0,2,Orthodox,172.72,170.18,125,3,0,0,48.3333,0.435,0.3333,0.6667,0.248,2,4,15,0,2,Orthodox,167.64,162.56,125,29,30,0.0
Devin Clark,Mike Rodriguez,1.9523809523809523,1.8695652173913042,0.4891657638136511,0.5108342361863488,2018-04-07,"Brooklyn, New York, USA", USA,Red,False,Light Heavyweight,MALE,3,0,0,0,,,,,,0,0,0,0,0,Southpaw,193.04,208.28,205,1,0,0,36.0,0.533,0.25,1.5,0.433,2,2,9,0,2,Orthodox,182.88,190.5,205,27,29,0.0
Fabricio Werdum,Alexander Volkov,1.4761904761904763,2.75,0.6507042253521127,0.34929577464788736,2018-03-17,"London, England, United Kingdom", United Kingdom,Blue,False,Heavyweight,MALE,5,0,3,0,100.6667,0.577,0.0,1.0,0.5,3,0,9,0,3,Orthodox,200.66,203.2,250,0,2,0,52.3333,0.535,0.2667,0.6,0.209,6,4,36,3,11,Orthodox,193.04,195.58,231,40,29,0.0
Jimi Manuwa,Jan Blachowicz,1.6666666666666665,2.3,0.5798319327731092,0.42016806722689076,2018-03-17,"London, England, United Kingdom", United Kingdom,Blue,False,Light Heavyweight,MALE,3,0,2,0,42.375,0.518,0.25,1.375,0.538,2,4,21,0,4,Orthodox,187.96,198.12,205,1,0,0,24.7778,0.549,0.2222,0.3333,0.111,3,3,16,0,6,Orthodox,185.42,200.66,205,38,35,0.0
Tom Duquesnoy,Terrion Ware,1.2325581395348837,4.45,0.783098015142214,0.21690198485778592,2018-03-17,"London, England, United Kingdom", United Kingdom,Red,False,Bantamweight,MALE,3,2,0,0,74.0,0.345,0.0,0.0,0.0,0,2,6,0,0,Orthodox,172.72,180.34,135,1,0,0,34.5,0.53,0.0,0.5,0.5,1,1,5,0,1,Orthodox,170.18,172.72,135,24,31,0.0
Leon Edwards,Peter Sobotta,1.526315789473684,2.65,0.6345305608065531,0.36546943919344677,2018-03-17,"London, England, United Kingdom", United Kingdom,Red,False,Welterweight,MALE,3,0,2,0,25.75,0.4,0.5,1.375,0.33,2,4,19,0,4,Southpaw,182.88,190.5,170,0,4,0,26.75,0.544,0.625,1.375,0.214,4,2,22,0,6,Southpaw,182.88,187.96,170,26,31,0.0
John Phillips,Charles Byrd,1.8695652173913042,1.9523809523809523,0.5108342361863488,0.4891657638136511,2018-03-17,"London, England, United Kingdom", United Kingdom,Blue,False,Middleweight,MALE,3,0,0,0,,,,,,0,0,0,0,0,Orthodox,177.8,185.42,185,0,0,0,,,,,,0,0,0,0,0,Southpaw,180.34,190.5,185,32,34,0.0
Danny Roberts,Oliver Enkamp,1.7692307692307692,2.1,0.5427435387673957,0.4572564612326044,2018-03-17,"London, England, United Kingdom", United Kingdom,Red,False,Welterweight,MALE,3,1,0,0,34.0,0.33,0.0,1.0,0.2,0,1,3,0,0,Switch,182.88,195.58,170,1,0,0,34.4,0.356,0.2,0.0,0.0,2,2,10,0,3,Southpaw,185.42,187.96,170,30,26,0.0
Danny Henry,Hakeem Dawodu,3.4,1.3846153846153846,0.2893890675241158,0.7106109324758842,2018-03-17,"London, England, United Kingdom", United Kingdom,Red,False,Featherweight,MALE,3,0,0,0,,,,,,0,0,0,0,0,Orthodox,172.72,185.42,145,0,1,0,93.0,0.53,2.0,1.0,0.33,1,0,3,0,1,Orthodox,182.88,185.42,145,29,26,0.0
Paul Craig,Magomed Ankalaev,6.5,1.125,0.1475409836065574,0.8524590163934427,2018-03-17,"London, England, United Kingdom", United Kingdom,Red,False,Light Heavyweight,MALE,3,0,0,0,,,,,,0,0,0,0,0,Orthodox,190.5,190.5,205,2,0,0,20.0,0.57,1.0,0.3333,0.167,1,2,4,0,1,Orthodox,190.5,193.04,205,30,25,0.0
Stevie Ray,Kajan Johnson,1.4761904761904763,2.75,0.6507042253521127,0.34929577464788736,2018-03-17,"London, England, United Kingdom", United Kingdom,Blue,False,Lightweight,MALE,3,0,3,0,33.0,0.413,0.25,1.75,0.178,3,1,12,0,3,Orthodox,180.34,190.5,155,1,0,0,37.5714,0.463,0.5714,0.2857,0.19,3,2,16,0,5,Southpaw,177.8,177.8,155,27,33,0.0
Mark Godbeer,Dmitry Sosnovskiy,3.2,1.3846153846153846,0.3020134228187919,0.6979865771812079,2018-03-17,"London, England, United Kingdom", United Kingdom,Blue,False,Heavyweight,MALE,3,0,0,0,,,,,,0,0,0,0,0,Orthodox,190.5,195.58,240,0,2,0,33.3333,0.4,0.0,0.0,0.0,2,1,5,0,2,Orthodox,193.04,195.58,240,34,28,0.0
Cris Cyborg,Yana Kunitskaya,1.1,7.5,0.8720930232558138,0.12790697674418605,2018-03-03,"Las Vegas, Nevada, USA", USA,Red,True,Women's Featherweight,FEMALE,5,0,0,0,,,,,,0,0,0,0,0,Orthodox,167.64,172.72,135,0,4,0,75.5,0.585,0.0,0.5,0.25,4,0,11,2,4,Orthodox,172.72,172.72,145,32,28,0.0
Frankie Edgar,Brian Ortega,1.6451612903225805,2.35,0.5882115462252725,0.4117884537747275,2018-03-03,"Las Vegas, Nevada, USA", USA,Blue,False,Featherweight,MALE,3,0,5,0,37.3333,0.352,1.3333,0.1667,0.055,5,1,15,0,5,Switch,172.72,175.26,145,0,2,0,62.6364,0.432,0.4545,3.0455,0.319,5,6,79,8,16,Orthodox,167.64,172.72,145,36,27,0.0
Sean O'Malley,Andre Soukhamthath,1.6896551724137931,2.25,0.5711159737417943,0.42888402625820565,2018-03-03,"Las Vegas, Nevada, USA", USA,Red,False,Bantamweight,MALE,3,0,1,0,36.3333,0.397,0.0,0.0,0.0,1,2,8,0,1,Orthodox,175.26,177.8,135,0,1,0,141.0,0.55,0.0,3.0,0.5,1,0,3,0,1,Switch,180.34,182.88,135,23,29,0.0
Stefan Struve,Andrei Arlovski,1.5405405405405406,2.6,0.6279373368146214,0.3720626631853786,2018-03-03,"Las Vegas, Nevada, USA", USA,Blue,False,Heavyweight,MALE,3,0,1,0,24.5833,0.459,0.2083,0.125,0.104,7,9,47,5,15,Orthodox,190.5,195.58,240,1,0,0,23.8947,0.452,1.0526,0.3158,0.237,4,7,35,0,12,Orthodox,210.82,213.36,265,30,39,0.0
Cat Zingano,Ketlen Vieira,2.75,1.4761904761904763,0.34929577464788736,0.6507042253521127,2018-03-03,"Las Vegas, Nevada, USA", USA,Blue,False,Women's Bantamweight,FEMALE,3,0,3,0,33.6667,0.44,0.6667,2.0,0.62,3,0,8,0,3,Orthodox,172.72,172.72,135,2,0,0,21.5,0.49,1.0,1.75,0.688,2,2,10,1,2,Southpaw,167.64,172.72,145,35,26,0.0
Ashley Yoder,Mackenzie Dern,4.9,1.2040816326530612,0.1972584419926446,0.8027415580073554,2018-03-03,"Las Vegas, Nevada, USA", USA,Blue,False,Women's Strawweight,FEMALE,3,0,0,0,,,,,,0,0,0,0,0,Orthodox,162.56,160.02,115,2,0,0,35.0,0.305,0.0,2.0,0.5,0,2,6,0,0,Southpaw,170.18,175.26,115,30,24,0.0
Beneil Dariush,Alexander Hernandez,1.2380952380952381,4.35,0.7784405624201108,0.22155943757988922,2018-03-03,"Las Vegas, Nevada, USA", USA,Blue,False,Lightweight,MALE,3,0,0,0,,,,,,0,0,0,0,0,Orthodox,175.26,182.88,155,2,0,0,39.1667,0.478,0.4167,0.75,0.243,5,4,26,0,8,Southpaw,177.8,182.88,155,28,25,0.0
John Dodson,Pedro Munhoz,1.625,2.4,0.5962732919254659,0.40372670807453415,2018-03-03,"Las Vegas, Nevada, USA", USA,Red,False,Bantamweight,MALE,3,0,4,0,31.5,0.499,0.875,0.75,0.225,4,3,15,0,5,Orthodox,167.64,165.1,135,1,0,0,44.0833,0.433,0.0,0.75,0.27,3,4,34,3,8,Orthodox,160.02,167.64,135,33,31,0.0
CB Dollaway,Hector Lombard,1.9090909090909092,1.9090909090909092,0.5,0.5,2018-03-03,"Las Vegas, Nevada, USA", USA,Red,False,Middleweight,MALE,3,5,0,0,37.0,0.483,0.2,1.5,0.421,2,7,25,0,3,Southpaw,175.26,180.34,185,0,1,0,23.2778,0.452,0.5556,2.0556,0.444,3,8,36,1,10,Orthodox,187.96,193.04,185,34,40,0.0
Mike Pyle,Zak Ottow,3.7,1.303030303030303,0.26044821320411876,0.7395517867958814,2018-03-03,"Las Vegas, Nevada, USA", USA,Blue,False,Welterweight,MALE,3,1,0,0,37.75,0.378,0.25,0.5,0.165,1,2,10,0,2,Orthodox,180.34,182.88,170,2,0,0,21.0556,0.385,0.7778,0.8889,0.211,4,8,36,0,10,Orthodox,182.88,187.96,170,42,31,0.0
Bryan Caraway,Cody Stamann,1.9523809523809523,1.8695652173913042,0.4891657638136511,0.5108342361863488,2018-03-03,"Las Vegas, Nevada, USA", USA,Blue,False,Bantamweight,MALE,3,0,2,0,80.0,0.485,0.0,6.0,0.73,2,0,6,0,2,Orthodox,167.64,162.56,135,0,2,0,28.75,0.323,0.75,2.25,0.395,2,2,22,0,6,Orthodox,172.72,172.72,135,33,28,0.0
Jordan Johnson,Adam Milstead,1.392156862745098,3.15,0.6935031297215627,0.30649687027843725,2018-03-03,"Las Vegas, Nevada, USA", USA,Red,False,Light Heavyweight,MALE,3,1,0,0,29.5,0.75,0.0,0.0,0.0,1,1,4,0,1,Orthodox,190.5,193.04,205,0,2,0,40.5,0.44,1.0,3.0,0.565,2,0,6,0,2,Orthodox,187.96,200.66,205,29,30,0.0
Josh Emmett,Jeremy Stephens,2.1,1.7692307692307692,0.4572564612326044,0.5427435387673957,2018-02-24,"Orlando, Florida, USA", USA,Blue,False,Featherweight,MALE,5,0,2,0,38.5926,0.442,0.3704,1.0,0.262,3,13,73,0,14,Orthodox,172.72,180.34,145,0,2,0,51.8,0.348,0.2,1.8,0.232,2,1,13,0,4,Orthodox,167.64,177.8,145,32,31,0.0
Jessica Andrade,Tecia Torres,1.4,3.1,0.6888888888888889,0.31111111111111106,2018-02-24,"Orlando, Florida, USA", USA,Red,False,Women's Strawweight,FEMALE,3,0,3,0,65.2857,0.509,0.1429,0.7143,0.309,3,1,20,0,6,Orthodox,154.94,152.4,115,0,1,0,74.1667,0.555,0.4167,1.9167,0.543,3,4,29,1,8,Orthodox,154.94,157.48,115,26,28,0.0
Ovince Saint Preux,Ilir Latifi,1.606060606060606,2.45,0.6040343668285393,0.39596563317146055,2018-02-24,"Orlando, Florida, USA", USA,Blue,False,Light Heavyweight,MALE,3,0,1,0,14.2222,0.427,0.2222,1.1111,0.376,3,3,16,0,6,Orthodox,177.8,185.42,205,0,3,0,26.0,0.46,0.2667,0.6,0.277,4,5,36,1,10,Southpaw,190.5,203.2,205,34,34,0.0
Mike Perry,Max Griffin,1.3333333333333333,3.5,0.7241379310344829,0.27586206896551724,2018-02-24,"Orlando, Florida, USA", USA,Blue,False,Welterweight,MALE,3,1,0,0,26.3333,0.417,0.3333,0.0,0.0,1,2,7,0,1,Orthodox,180.34,193.04,170,1,0,0,41.0,0.483,0.0,0.1667,0.167,2,2,13,0,4,Orthodox,177.8,180.34,170,26,32,0.0
Renan Barao,Brian Kelleher,1.606060606060606,2.45,0.6040343668285393,0.39596563317146055,2018-02-24,"Orlando, Florida, USA", USA,Blue,False,Bantamweight,MALE,3,0,1,0,30.3333,0.43,0.6667,0.6667,0.443,1,1,5,0,2,Switch,167.64,167.64,135,1,0,0,51.0769,0.366,0.2308,1.4615,0.279,7,4,40,6,9,Orthodox,167.64,177.8,135,31,31,0.0
Sara McMann,Marion Reneau,1.526315789473684,2.65,0.6345305608065531,0.36546943919344677,2018-02-24,"Orlando, Florida, USA", USA,Blue,False,Women's Bantamweight,FEMALE,3,0,1,0,50.0,0.401,1.1429,0.2857,0.286,2,3,19,0,4,Orthodox,167.64,172.72,135,1,0,0,18.5556,0.472,0.3333,1.6667,0.517,3,4,17,1,5,Orthodox,167.64,167.64,135,37,40,0.0
Maryna Moroz,Angela Hill,2.3,1.6666666666666665,0.42016806722689076,0.5798319327731092,2018-02-24,"Orlando, Florida, USA", USA,Blue,False,Women's Strawweight,FEMALE,3,1,0,0,64.8333,0.492,0.0,0.1667,0.167,1,4,16,0,2,Orthodox,160.02,162.56,115,0,2,0,29.75,0.295,0.5,0.25,0.083,2,1,10,0,3,Orthodox,170.18,170.18,125,26,33,0.0
Ben Saunders,Alan Jouban,3.1,1.4,0.31111111111111106,0.6888888888888889,2018-02-24,"Orlando, Florida, USA", USA,Blue,False,Welterweight,MALE,3,2,0,0,39.3,0.542,0.0,0.3,0.14,3,4,19,0,6,Southpaw,182.88,185.42,170,1,0,0,28.6154,0.561,0.6923,0.1538,0.154,3,5,27,0,8,Orthodox,187.96,195.58,170,34,36,0.0
Sam Alvey,Marcin Prachnio,2.8,1.4545454545454546,0.3418803418803419,0.6581196581196581,2018-02-24,"Orlando, Florida, USA", USA,Red,False,Light Heavyweight,MALE,3,0,0,0,,,,,,0,0,0,0,0,Orthodox,190.5,187.96,205,1,0,0,30.0,0.494,0.0769,0.0,0.0,4,5,28,0,8,Southpaw,187.96,190.5,205,31,29,0.0
Rani Yahya,Russell Doane,1.4545454545454546,2.8,0.6581196581196581,0.3418803418803419,2018-02-24,"Orlando, Florida, USA", USA,Red,False,Bantamweight,MALE,3,0,1,0,19.2857,0.409,0.5714,1.4286,0.19,2,4,14,0,3,Orthodox,170.18,177.8,135,0,1,0,19.3846,0.438,1.3077,2.4615,0.362,4,4,32,0,9,Orthodox,167.64,170.18,135,33,31,0.0
Eric Shelton,Alex Perez,1.7142857142857144,2.2,0.562043795620438,0.43795620437956206,2018-02-24,"Orlando, Florida, USA", USA,Blue,False,Flyweight,MALE,3,0,1,0,24.0,0.6,3.0,2.0,0.5,1,0,2,0,1,Orthodox,167.64,165.1,135,0,1,0,49.6667,0.477,0.3333,3.3333,0.513,1,2,9,0,1,Orthodox,167.64,172.72,125,27,25,0.0
Albert Morales,Manny Bermudez,2.55,1.5714285714285714,0.38128249566724437,0.6187175043327556,2018-02-24,"Orlando, Florida, USA", USA,Blue,False,Bantamweight,MALE,3,0,0,0,,,,,,0,0,0,0,0,Orthodox,177.8,180.34,135,2,0,0,51.8,0.326,0.0,0.4,0.166,1,4,14,0,1,Orthodox,175.26,182.88,135,26,23,0.0
Donald Cerrone,Yancy Medeiros,2.0,1.8333333333333335,0.4782608695652174,0.5217391304347826,2018-02-18,"Austin, Texas, USA", USA,Red,False,Welterweight,MALE,5,0,3,0,32.1818,0.363,0.3636,0.0909,0.091,3,5,20,0,6,Orthodox,177.8,190.5,155,3,0,0,43.6538,0.495,0.3846,0.7308,0.31,8,7,54,1,19,Orthodox,185.42,185.42,155,34,30,0.0
Derrick Lewis,Marcin Tybura,1.9090909090909092,1.9090909090909092,0.5,0.5,2018-02-18,"Austin, Texas, USA", USA,Red,False,Heavyweight,MALE,3,1,0,0,58.2,0.5,0.0,1.0,0.498,3,2,16,0,3,Orthodox,190.5,198.12,249,1,0,0,27.1667,0.558,0.0,0.3333,0.236,6,3,25,0,9,Orthodox,190.5,200.66,260,33,32,0.0
James Vick,Francisco Trinaldo,1.4761904761904763,2.75,0.6507042253521127,0.34929577464788736,2018-02-18,"Austin, Texas, USA", USA,Red,False,Lightweight,MALE,3,0,1,0,38.6875,0.501,0.375,0.8125,0.316,7,4,39,0,12,Southpaw,175.26,177.8,155,0,3,0,35.2222,0.321,0.5556,0.1111,0.056,5,1,18,0,8,Orthodox,190.5,193.04,155,30,39,0.0
Thiago Alves,Curtis Millender,1.6666666666666665,2.3,0.5798319327731092,0.42016806722689076,2018-02-18,"Austin, Texas, USA", USA,Blue,False,Welterweight,MALE,3,0,0,0,,,,,,0,0,0,0,0,Orthodox,187.96,193.04,170,0,1,0,39.2273,0.462,0.2727,0.5455,0.318,7,8,53,1,14,Orthodox,175.26,177.8,170,34,30,0.0
Steven Peterson,Brandon Davis,2.3,1.6666666666666665,0.42016806722689076,0.5798319327731092,2018-02-18,"Austin, Texas, USA", USA,Blue,False,Featherweight,MALE,3,1,0,0,38.0,0.33,0.0,1.0,1.0,0,1,3,0,0,Orthodox,177.8,182.88,135,0,0,0,,,,,,0,0,0,0,0,Orthodox,177.8,177.8,145,27,27,0.0
Sage Northcutt,Thibault Gouti,1.2666666666666666,4.13,0.7652872143298332,0.23471278567016676,2018-02-18,"Austin, Texas, USA", USA,Red,False,Lightweight,MALE,3,0,1,0,18.5,0.285,0.0,0.0,0.0,1,3,6,0,1,Orthodox,177.8,182.88,155,0,1,0,30.0,0.603,0.3333,1.1667,0.467,2,2,13,0,4,Orthodox,182.88,180.34,170,21,30,0.0
Jared Gordon,Diego Ferreira,1.5714285714285714,2.55,0.6187175043327556,0.38128249566724437,2018-02-18,"Austin, Texas, USA", USA,Blue,False,Lightweight,MALE,3,0,1,0,27.6,0.412,0.6,0.2,0.2,2,2,10,0,3,Orthodox,175.26,187.96,155,0,2,0,84.0,0.515,0.0,3.0,0.47,2,0,5,0,2,Orthodox,175.26,172.72,155,29,33,0.0
Geoff Neal,Brian Camozzi,1.4761904761904763,2.75,0.6507042253521127,0.34929577464788736,2018-02-18,"Austin, Texas, USA", USA,Red,False,Welterweight,MALE,3,2,0,0,29.0,0.28,0.5,0.0,0.0,0,2,5,0,0,Orthodox,187.96,198.12,170,0,0,0,,,,,,0,0,0,0,0,Southpaw,180.34,190.5,170,27,26,0.0
Roberto Sanchez,Joby Sanchez,2.35,1.6896551724137931,0.41826717883055914,0.5817328211694409,2018-02-18,"Austin, Texas, USA", USA,Red,False,Flyweight,MALE,3,1,0,0,44.3333,0.283,0.3333,0.6667,0.333,1,2,8,0,1,Orthodox,167.64,172.72,135,1,0,0,2.0,0.33,0.0,1.0,1.0,0,1,1,0,0,Orthodox,167.64,167.64,125,31,26,0.0
Sarah Moras,Lucie Pudilova,2.3,1.6666666666666665,0.42016806722689076,0.5798319327731092,2018-02-18,"Austin, Texas, USA", USA,Blue,False,Women's Bantamweight,FEMALE,3,0,1,0,76.0,0.395,1.0,0.0,0.0,1,1,6,0,1,Orthodox,172.72,170.18,125,0,1,0,12.0,0.42,0.6667,0.3333,0.167,1,1,7,0,2,Orthodox,170.18,170.18,135,29,23,0.0
Joshua Burkman,Alex Morono,4.0,1.2777777777777777,0.24210526315789477,0.7578947368421054,2018-02-18,"Austin, Texas, USA", USA,Blue,False,Welterweight,MALE,3,2,0,0,59.25,0.393,0.25,0.0,0.0,2,2,11,0,2,Orthodox,180.34,182.88,170,4,0,0,29.9444,0.521,0.2222,1.8889,0.381,2,12,44,0,6,Orthodox,177.8,182.88,170,37,27,0.0
Oskar Piechota,Tim Williams,1.2941176470588236,3.8,0.745958429561201,0.2540415704387991,2018-02-18,"Austin, Texas, USA", USA,Red,False,Middleweight,MALE,3,0,0,0,,,,,,0,0,0,0,0,Orthodox,187.96,193.04,185,0,1,0,56.0,0.6,3.0,1.0,0.33,1,0,3,0,1,Southpaw,182.88,193.04,185,28,31,0.0
Yoel Romero,Luke Rockhold,2.6,1.5405405405405406,0.3720626631853786,0.6279373368146214,2018-02-10,"Perth, Western Australia, Australia", Australia,Red,True,Middleweight,MALE,5,0,1,0,33.25,0.601,0.75,0.625,0.238,5,2,14,2,6,Southpaw,190.5,195.58,185,1,0,0,38.4444,0.58,0.0,1.8889,0.301,8,1,27,1,8,Southpaw,182.88,185.42,185,40,33,0.0
Mark Hunt,Curtis Blaydes,2.65,1.526315789473684,0.36546943919344677,0.6345305608065531,2018-02-10,"Perth, Western Australia, Australia", Australia,Blue,False,Heavyweight,MALE,3,0,2,0,42.4,0.52,0.0,3.8,0.592,2,2,11,0,3,Orthodox,193.04,203.2,265,0,1,0,29.3333,0.429,0.0667,0.4667,0.227,4,7,39,1,8,Orthodox,177.8,182.88,265,43,26,0.0
Tai Tuivasa,Cyril Asker,1.3636363636363638,3.35,0.7107039537126325,0.2892960462873674,2018-02-10,"Perth, Western Australia, Australia", Australia,Red,False,Heavyweight,MALE,3,0,1,0,13.5,0.36,0.25,1.25,0.5,1,2,5,0,2,Orthodox,182.88,187.96,247,0,1,0,22.0,0.61,0.0,0.0,0.0,1,0,1,0,1,Southpaw,187.96,190.5,264,24,32,0.0
Jake Matthews,Li Jingliang,2.25,1.6896551724137931,0.42888402625820565,0.5711159737417943,2018-02-10,"Perth, Western Australia, Australia", Australia,Red,False,Welterweight,MALE,3,0,3,0,37.8571,0.424,0.0,0.8571,0.369,3,2,14,0,5,Orthodox,182.88,180.34,170,0,1,0,29.375,0.438,0.5,1.75,0.381,2,3,18,0,5,Orthodox,180.34,185.42,170,23,29,0.0
Tyson Pedro,Saparbeg Safarov,1.3333333333333333,3.5,0.7241379310344829,0.27586206896551724,2018-02-10,"Perth, Western Australia, Australia", Australia,Red,False,Light Heavyweight,MALE,3,1,0,0,37.0,0.28,0.0,0.0,0.0,0,1,2,0,0,Orthodox,185.42,198.12,205,1,0,0,19.3333,0.597,0.3333,0.6667,0.333,2,1,5,0,2,Orthodox,190.5,200.66,205,26,31,0.0
